Date,FDIC certificate number,Primary ABA routing number,Financial institution name,Address,City,State,Zip Code,Rank by $ Deposits,Deposits $,Accounts #,Average deposit $,Unrealized gain-loss $,Unrealized gain-loss % of tier 1 capital,URL,URLs to accept or solicit deposits,Teller,Plaid
6/30/2023,15545,104913381,FRONTIER BANK,"13333 CALIFORNIA ST, SUITE 100 ",OMAHA,NE,68154,936,"$895,958,000",16625,"$53,892","-$12,955,000",-11.23%,www.frontier.bank,,Unknown,Supported
6/30/2023,22081,65302468,MAGNOLIA STATE BANK,28 HIGHWAY 528 ,BAY SPRINGS,MS,39422,1824,"$397,815,000",13790,"$28,848","-$7,265,000",-14.94%,www.bankmagnolia.com,,Unknown,Supported
6/30/2023,131,67005158,SEACOAST NATIONAL BANK,815 COLORADO AVENUE ,STUART,FL,34994,122,"$12,294,232,000",276372,"$44,484","-$382,681,000",-27.08%,www.seacoastbank.com,,Unknown,#N/A
6/30/2023,14695,81507014,MA BANK,1513 NORTH MISSOURI STREET ,MACON,MO,63552,2151,"$315,351,000",11328,"$27,838","-$8,195,000",-23.64%,http://www.mabank.com,https://www.mabank.com/investments/products-and-services,Unknown,#N/A
6/30/2023,13083,82901952,FIRST WESTERN BANK,80 WEST MAIN STREET ,BOONEVILLE,AR,72927,1401,"$551,820,000",16887,"$32,677","-$6,717,000",-11.75%,http://www.fwbank.com,https://www.urfirst.com,Unknown,#N/A
6/30/2023,1946,81506390,ALLIANT BANK,101 EAST BROADWAY ,MADISON,MO,65263,2857,"$194,478,000",10220,"$19,029","-$1,070,000",-5.26%,http://www.alliantbank.com,https://secureapplication.alliantbank.com/applications/open-an-account.html,Unknown,#N/A
6/30/2023,14,11000028,STATE STREET BANK AND TRUST COMPANY,ONE CONGRESS STREET SUITE 1,BOSTON,MA,2114,19,"$164,838,000,000",69455,"$2,373,306","-$7,801,000,000",-44.21%,www.statestreet.com,,Unknown,Supported
6/30/2023,11235,75904597,BONDUEL STATE BANK,130 NORTH CECIL STREET ,BONDUEL,WI,54107,3876,"$86,160,000",3162,"$27,249","-$2,650,000",-17.80%,www.bonduelbank.com,,Unknown,Supported
6/30/2023,30313,275971029,EAST WISCONSIN SAVINGS BANK,109 WEST SECOND STREET ,KAUKAUNA,WI,54130,2584,"$235,755,000",14504,"$16,254","-$7,039,000",-38.88%,http://www.eastwis.com,,Unknown,Supported
6/30/2023,15907,104113408,COMMUNITY FIRST BANK,122 S. COMMERCIAL ST ,MAYWOOD,NE,69038,3681,"$104,507,000",4573,"$22,853","-$7,068,000",-50.07%,www.cfbne.com,,Unknown,#N/A
6/30/2023,19163,61101113,FIRST STATE BANK,300 BROAD STREET ,WRENS,GA,30833,1994,"$351,817,000",9282,"$37,903","-$11,035,000",-31.07%,http://www.firstate.net,,Missing,Supported
6/30/2023,13030,91809524,OAKWOOD BANK,40214 SOUTH EKERN AVENUE ,PIGEON FALLS,WI,54760,3777,"$95,770,000",3074,"$31,155","-$167,000",-1.65%,www.oakwoodbank.net,,Unknown,#N/A
6/30/2023,21085,75907743,BANK OF ONTARIO,315 MAIN STREET ,ONTARIO,WI,54651,4130,"$63,942,000",4256,"$15,024","-$375,000",-4.41%,www.myvernoncountybank.com,,Unknown,#N/A
6/30/2023,172,61107515,UNITED BANK,685 GRIFFIN STREET ,ZEBULON,GA,30295,476,"$2,028,061,000",118913,"$17,055","-$51,676,000",-22.13%,www.accessunited.com,,Unknown,Supported
6/30/2023,17393,83904563,GERMAN AMERICAN BANK,711 MAIN STREET ,JASPER,IN,47546,225,"$5,301,033,000",204346,"$25,941","-$314,016,000",-47.02%,http://www.germanamerican.com,,Unknown,#N/A
6/30/2023,12758,103111977,"FARMERS STATE BANK, ALLEN, OKLAHOMA",201 EAST BROADWAY ,ALLEN,OK,74825,4352,"$44,679,000",2070,"$21,584","-$147,000",-2.33%,http://www.fsballen.com,,Unknown,#N/A
6/30/2023,11711,71119289,BANK OF RANTOUL,201 EAST CHAMPAIGN AVENUE ,RANTOUL,IL,61866,2767,"$207,521,000",6011,"$34,524","-$5,887,000",-21.79%,https://www.bankofrantoul.bank,,Unknown,Supported
6/30/2023,13112,74912865,OWEN COUNTY STATE BANK,201 WEST MORGAN STREET ,SPENCER,IN,47460,2238,"$295,900,000",12737,"$23,232","-$15,508,000",-49.16%,www.ocsbank.com,,Unknown,Supported
6/30/2023,5874,52101012,"CALVIN B. TAYLOR BANKING COMPANY OF BERLIN, MARYLAND",24 NORTH MAIN STREET ,BERLIN,MD,21811,1060,"$784,585,000",27747,"$28,276","-$19,218,000",-17.52%,www.taylorbank.com,,Unknown,#N/A
6/30/2023,4032,103112523,NBC OKLAHOMA,13401 NORTH PENNSYLVANIA ,OKLAHOMA CITY,OK,73120,1007,"$828,957,000",14703,"$56,380","-$17,146,000",-23.10%,www.nbc.bank,,Unknown,#N/A
6/30/2023,11817,65303810,RICHTON BANK & TRUST COMPANY,114 S. FRONT STREET ,RICHTON,MS,39476,4324,"$46,819,000",2427,"$19,291","-$1,912,000",-23.17%,www.richtonbank.com,,Unknown,#N/A
6/30/2023,59070,211381372,HARBORONE BANK,770 OAK STREET ,BROCKTON,MA,2301,249,"$4,655,711,000",200645,"$23,204","-$67,366,000",-12.56%,www.harborone.com,,Unknown,#N/A
6/30/2023,10980,91207317,ESB BANK,115 HIGHWAY 44 ,CALEDONIA,MN,55921,3417,"$128,691,000",4136,"$31,115","-$38,000",-0.25%,https://www.esbbanking.com,,Unknown,#N/A
6/30/2023,12283,103101505,FIRST STATE BANK,102 WEST MAIN STREET ,ANADARKO,OK,73005,3597,"$112,422,000",3755,"$29,939","-$13,661,000",-87.03%,http://www.fsbanadarko.com,,Missing,Supported
6/30/2023,6913,51404325,PIONEER BANK,252 E MAIN STREET ,STANLEY,VA,22851,2491,"$251,187,000",13092,"$19,186","-$5,810,000",-17.01%,www.pioneerbks.com,,Unknown,#N/A
6/30/2023,14017,55001258,MIDDLETOWN VALLEY BANK,24 WEST MAIN STREET ,MIDDLETOWN,MD,21769,984,"$854,714,000",21451,"$39,845","-$14,188,000",-15.60%,www.mvbbank.com,,Unknown,Supported
6/30/2023,70,62102593,PEOPLES EXCHANGE BANK,2013 HIGHWAY 21 BYPASS ,MONROEVILLE,AL,36460,3862,"$87,697,000",3007,"$29,164","-$3,882,000",-32.25%,www.peb.bank,,Unknown,Supported
6/30/2023,3110,111303489,"COMMERCIAL NATIONAL BANK OF BRADY, THE",105 E. 2ND STREET ,BRADY,TX,76825,2522,"$245,011,000",9069,"$27,016","-$7,984,000",-33.86%,http://cnbbrady.com,,Unknown,#N/A
6/30/2023,30315,253170884,FIRST FEDERAL SAVINGS BANK OF LINCOLNTON,320 EAST MAIN STREET ,LINCOLNTON,NC,28092,1954,"$360,010,000",11726,"$30,702","-$9,062,000",-11.80%,www.ffsb-nc.com,,Unknown,#N/A
6/30/2023,7468,43306826,FIRST COMMONWEALTH BANK,600 PHILADELPHIA ST ,INDIANA,PA,15701,144,"$9,194,735,000",467262,"$19,678","-$215,094,000",-21.83%,www.fcbanking.com,,Unknown,#N/A
6/30/2023,3887,84100793,FIRST NATIONAL BANK,200 WEST COURT STREET ,PARAGOULD,AR,72450,481,"$2,012,413,000",78526,"$25,627","-$16,076,000",-6.57%,http://www.fnbank.net,,Unknown,Supported
6/30/2023,12246,104102642,COMMERCIAL BANK,401 SOUTH MAIN STREET ,NELSON,NE,68961,4222,"$55,759,000",1235,"$45,149","-$2,694,000",-33.33%,http://www.gotocb.com,,Unknown,Supported
6/30/2023,9036,91510075,SECURITY STATE BANK,7865 U.S. HIGHWAY 2 ,IRON RIVER,WI,54847,3805,"$93,082,000",5105,"$18,233","-$1,736,000",-6.89%,www.sbankonline.com,,Unknown,Supported
6/30/2023,17685,101106528,OUTDOOR BANK,2401 N SETH CHILD ROAD ,MANHATTAN,KS,66502,1806,"$402,548,000",13396,"$30,050","-$138,000",-0.27%,www.outdoorbank.com,WWW.PSBBANKS.COM,Unknown,Supported
6/30/2023,5141,91200848,"MINERS NATIONAL BANK OF EVELETH, THE",401 GRANT AVENUE ,EVELETH,MN,55734,3991,"$76,526,000",2826,"$27,079","-$710,000",-9.41%,http://www.mnbeveleth.com,,Unknown,#N/A
6/30/2023,18155,113123528,BRIDGE CITY STATE BANK,701 W. ROUNDBUNCH ,BRIDGE CITY,TX,77611,2923,"$186,367,000",4470,"$41,693","-$16,053,000",-61.08%,www.bridgecitybank.com,,Unknown,#N/A
6/30/2023,4364,74908426,"FIRST NATIONAL BANK OF MONTEREY, THE",6222 EAST MAIN STREET ,MONTEREY,IN,46960,2020,"$343,924,000",10661,"$32,260","-$21,071,000",-40.70%,www.fnbmonterey.com,,Unknown,#N/A
6/30/2023,25258,67011812,"INTERCREDIT BANK, NATIONAL ASSOCIATION",396 ALHAMBRA CIRCLE SUITE 250,CORAL GABLES,FL,33134,1575,"$487,805,000",4876,"$100,042","-$14,433,000",-26.95%,www.intercreditbank.com,,Unknown,#N/A
6/30/2023,9647,74905225,CITIZENS BANK,33 NORTH INDIANA STREET ,MOORESVILLE,IN,46158,1358,"$577,243,000",25711,"$22,451","-$10,301,000",-16.67%,http://www.citizens-banking.com,,Unknown,Supported
6/30/2023,16126,81518139,CITIZENS BANK OF THE MIDWEST,1515 MARTIN SPRINGS DRIVE ,ROLLA,MO,65401,3082,"$166,963,000",4192,"$39,829","-$10,528,000",-57.56%,www.cbmw.bank,,Unknown,Supported
6/30/2023,6637,44106384,"FIRST NATIONAL BANK OF MCCONNELSVILLE, THE",86 NORTH KENNEBEC AVENUE ,MCCONNELSVILLE,OH,43756,3051,"$170,700,000",11014,"$15,498","-$3,995,000",-30.52%,www.first-national.com,,Unknown,#N/A
6/30/2023,5740,71112503,STATE BANK OF DAVIS,100 IL ROUTE 75 ,DAVIS,IL,61019,3197,"$152,145,000",6759,"$22,510","-$9,310,000",-48.86%,http://www.statebankofdavis.com,,Unknown,Supported
6/30/2023,14534,82902074,"FIRST NATIONAL BANK AT PARIS, THE",11 EAST MAIN STREET ,PARIS,AR,72855,2728,"$212,979,000",14608,"$14,580","-$4,322,000",-15.64%,www.firstparis.net,,Unknown,#N/A
6/30/2023,9818,104908134,PLATTE VALLEY BANK,606 MAIN ,NORTH BEND,NE,68649,3857,"$88,065,000",3189,"$27,615","-$3,528,000",-25.62%,http://www.pvbonline.com,,Unknown,Supported
6/30/2023,22070,64202873,JOHNSON COUNTY BANK,241 WEST MAIN STREET ,MOUNTAIN CITY,TN,37683,3516,"$120,047,000",5159,"$23,269","-$7,691,000",-32.17%,http://www.johnsoncountybank.com,,Unknown,#N/A
6/30/2023,17927,101109130,VINTAGE BANK KANSAS,101 SOUTH MAIN ,LEON,KS,67074,2945,"$183,081,000",8885,"$20,606","-$10,941,000",-42.63%,www.vintagebankks.com,,Unknown,#N/A
6/30/2023,5170,73920829,BANK MIDWEST,1525 18TH STREET ,SPIRIT LAKE,IA,51360,819,"$1,066,166,000",36709,"$29,044","-$32,060,000",-27.21%,bankmidwest.com,,Unknown,#N/A
6/30/2023,16470,114000763,JEFFERSON BANK,1900 BROADWAY ,SAN ANTONIO,TX,78215,396,"$2,487,469,000",27815,"$89,429","-$79,687,000",-32.31%,www.jeffersonbank.com,,Unknown,#N/A
6/30/2023,28908,231371692,IRON WORKERS SAVINGS BANK,3333 CONCORD ROAD ,ASTON,PA,19014,3060,"$169,314,000",5941,"$28,499","-$5,555,000",-28.79%,www.iwsb.com,,Unknown,#N/A
6/30/2023,1610,91900559,"STATE BANK OF FARIBAULT, THE",428 CENTRAL AVE. ,FARIBAULT,MN,55021,2399,"$267,244,000",10000,"$26,724","-$14,894,000",-57.01%,www.tsbf.com,www.tsbf.mobi,Unknown,#N/A
6/30/2023,2765,83901773,FARMERS BANK AND TRUST COMPANY,111 WEST WASHINGTON ,PRINCETON,KY,42445,2967,"$180,436,000",8277,"$21,800","-$7,698,000",-38.63%,www.yournxtbank.com,,Unknown,#N/A
6/30/2023,5033,72410903,"DART BANK, THE",368 SOUTH PARK STREET ,MASON,MI,488540040,1000,"$840,690,000",14323,"$58,695","-$4,145,000",-4.72%,www.dart.bank,,Unknown,#N/A
6/30/2023,18038,211770190,CLAREMONT SAVINGS BANK,145 BROAD STREET ,CLAREMONT,NH,3743,1735,"$429,605,000",25480,"$16,860","-$8,756,000",-12.13%,www.claremontsavings.bank,www.claremontsavings.com,Unknown,Supported
6/30/2023,4775,101102645,PRAIRIE BANK OF KANSAS,200 SOUTH MAIN ,STAFFORD,KS,67578,3598,"$112,297,000",4489,"$25,016","-$3,898,000",-34.00%,www.prairiebankks.com,,Unknown,#N/A
6/30/2023,16778,91916200,FRANKLIN STATE BANK,278 2ND AVE. E. ,FRANKLIN,MN,55333,4459,"$34,710,000",1696,"$20,466","-$626,000",-11.17%,http://www.franklinstatebank.com,,Unknown,#N/A
6/30/2023,28905,282970110,FIRST FINANCIAL BANK,300 EAST PEACH STREET ,EL DORADO,AR,71730,722,"$1,238,110,000",50609,"$24,464","-$16,196,000",-8.96%,https://www.ffb1.com,,Unknown,Supported
6/30/2023,9517,75904856,CLEVELAND STATE BANK,1250 WEST WASHINGTON AVENUE ,CLEVELAND,WI,53015,3001,"$175,825,000",8809,"$19,960","-$7,465,000",-38.83%,www.clevelandstate.bank,www.csbonthego.com,Unknown,Supported
6/30/2023,10212,91912576,COMMERCE BANK,101 CENTRAL AVENUE SOUTH ,GENEVA,MN,56035,3088,"$166,323,000",1447,"$114,943","-$5,128,000",-17.47%,http://www.cbmn.bank,,Unknown,Supported
6/30/2023,9265,71105866,RUSHVILLE STATE BANK,100 EAST LAFAYETTE STREET ,RUSHVILLE,IL,62681,3637,"$108,957,000",4047,"$26,923","-$9,200,000",-52.91%,http://www.rushvillestatebank.com/,,Unknown,#N/A
6/30/2023,19371,82901088,RELYANCE BANK,8500 SHERIDAN ROAD ,WHITE HALL,AR,71602,824,"$1,051,276,000",33024,"$31,834","-$22,565,000",-14.68%,www.Rely.Bank,www.relyccx.com,Unknown,#N/A
6/30/2023,16473,101102438,FIRST BANK,128 SOUTH BROADWAY ,STERLING,KS,67579,3583,"$114,373,000",4815,"$23,753","-$4,083,000",-21.96%,www.first-bank.net,,Unknown,Supported
6/30/2023,26727,114917157,BANK OF SOUTH TEXAS,1421 EAST NOLANA AVENUE ,MCALLEN,TX,78504,3282,"$140,764,000",4296,"$32,766","-$229,000",-1.09%,www.bankofsouthtexas.com,,Unknown,#N/A
6/30/2023,4041,103110305,"FIRST SECURITY BANK, THE",15 SOUTH DOUGLAS AVENUE ,BEAVER,OK,73932,3512,"$120,143,000",2519,"$47,695","-$3,025,000",-23.97%,www.thefirstsecuritybank.com,,Unknown,#N/A
6/30/2023,14561,83906228,STATE BANK OF MEDORA,24 EAST MAIN STREET ,MEDORA,IN,47260,3977,"$77,604,000",3967,"$19,562","-$6,541,000",-43.40%,www.medorabank.com,,Unknown,#N/A
6/30/2023,23242,121038265,CALIFORNIA PACIFIC BANK,"100 MONTGOMERY STREET, SUITE 2250 ",SAN FRANCISCO,CA,94104,4374,"$42,945,000",352,"$122,003",,,www.calpacificbank.com,,Unknown,Supported
6/30/2023,9176,84307761,APEX BANK,102 EAST MAIN STREET ,CAMDEN,TN,38320,910,"$934,549,000",24217,"$38,591","-$374,000",-0.22%,http://WWW.APEXBANK.COM,,Unknown,Supported
6/30/2023,22839,103102300,LATIMER STATE BANK,301 WEST MAIN STREET ,WILBURTON,OK,74578,4226,"$55,527,000",1865,"$29,773","-$1,398,000",-9.37%,,,Unknown,#N/A
6/30/2023,16436,101110271,CENTERA BANK,119 SOUTH INMAN ,SUBLETTE,KS,67877,2231,"$297,084,000",12420,"$23,920","-$17,794,000",-62.48%,www.centerabank.com,www.kasasa.com,Unknown,Supported
6/30/2023,14445,75902670,FARMERS & MERCHANTS UNION BANK,159 WEST JAMES STREET ,COLUMBUS,WI,53925,1978,"$354,544,000",17933,"$19,770","-$10,467,000",-15.82%,WWW.FMUB.COM,,Unknown,Supported
6/30/2023,90544,26002066,"DEPOSITORY TRUST COMPANY, THE",140 58TH STREET ,BROOKLYN,NY,11220,4646,$0,0,,,,https://www.dtcc.com,,Unknown,#N/A
6/30/2023,8980,103109374,SECURITY STATE BANK OF OKLAHOMA,210 SOUTH MEKUSUKEY ,WEWOKA,OK,74884,2196,"$304,894,000",7849,"$38,845","-$6,205,000",-12.36%,www.ssbok.com,,Unknown,#N/A
6/30/2023,11916,111909773,"BUCKHOLTS STATE BANK, THE",100 N. 4TH STREET ,BUCKHOLTS,TX,76518,3722,"$101,060,000",4126,"$24,493","-$3,360,000",-18.71%,www.buckholtsbank.com,,Unknown,#N/A
6/30/2023,1868,101106285,"BANK OF TESCOTT, THE",FIRST AND MAIN STREETS ,TESCOTT,KS,67484,1905,"$374,962,000",13010,"$28,821","-$10,913,000",-16.77%,www.bankoftescott.com,,Unknown,#N/A
6/30/2023,12501,111908965,CITIZENS STATE BANK,1330 WEST COMMERCE STREET ,BUFFALO,TX,758319705,756,"$1,157,591,000",30239,"$38,281","-$200,162,000",-124.18%,http://www.citizensstatebanktx.com,,Unknown,Supported
6/30/2023,32526,321370765,"AMERICAN SAVINGS BANK, F.S.B.",1001 BISHOP STREET ,HONOLULU,HI,96813,159,"$8,214,895,000",434890,"$18,890","-$343,782,000",-45.11%,www.asbhawaii.com,,Unknown,#N/A
6/30/2023,16539,65404560,METAIRIE BANK & TRUST COMPANY,3344 METAIRIE ROAD ,METAIRIE,LA,70001,1541,"$500,084,000",23780,"$21,030","-$14,874,000",-22.97%,http://www.METAIRIEBANK.COM,https://bankdataprocessing.com/metairiebank.com,Unknown,#N/A
6/30/2023,10319,64000185,CITIZENS SAVINGS BANK AND TRUST COMPANY,2013 JEFFERSON STREET ,NASHVILLE,TN,37208,3240,"$145,740,000",3460,"$42,121","-$840,000",-4.47%,www.bankcbn.com,,Unknown,#N/A
6/30/2023,1150,101100676,FIDELITY STATE BANK AND TRUST COMPANY,600 KANSAS AVENUE ,TOPEKA,KS,66603,3286,"$140,544,000",3713,"$37,852","-$2,934,000",-21.33%,www.fidelitytopeka.com,,Unknown,#N/A
6/30/2023,28914,323270274,EVERGREEN FEDERAL BANK,969 SOUTHEAST SIXTH STREET ,GRANTS PASS,OR,97526,1467,"$531,420,000",18049,"$29,443","-$8,691,000",-11.82%,www.evergreenfederal.bank,,Unknown,#N/A
6/30/2023,10218,91901862,"CITIZENS BANK & TRUST CO., HUTCHINSON, MINN.",102 MAIN STREET S. ,HUTCHINSON,MN,55350,2242,"$295,507,000",9744,"$30,327","-$19,616,000",-80.73%,http://www.cbhutch.com,,Unknown,#N/A
6/30/2023,3250,111903151,"VERABANK, NATIONAL ASSOCIATION",201 WEST MAIN STREET ,HENDERSON,TX,75652,302,"$3,548,897,000",136125,"$26,071","-$61,955,000",-16.41%,www.verabank.com,,Unknown,#N/A
6/30/2023,14769,75910484,DMB COMMUNITY BANK,"10 TERRACE COURT, SUITE 100 ",MADISON,WI,53718,1133,"$718,020,000",9647,"$74,429","-$9,641,000",-10.12%,http://www.deforestbank.com,,Missing,Supported
6/30/2023,9888,31308551,"DIME BANK, THE",820-822 CHURCH STREET ,HONESDALE,PA,18431,1043,"$797,516,000",29414,"$27,113","-$23,962,000",-22.28%,www.thedimebank.com,,Unknown,#N/A
6/30/2023,14468,75903019,FIRST NATIONAL BANK AT DARLINGTON,245 MAIN STREET ,DARLINGTON,WI,53530,3168,"$155,516,000",7864,"$19,776","-$3,045,000",-11.33%,http://www.fnbdarlington.com,,Unknown,#N/A
6/30/2023,17162,91811004,DAIRY STATE BANK,16 S. MAIN STREET ,RICE LAKE,WI,54868,1324,"$594,113,000",25074,"$23,694","-$28,863,000",-37.04%,www.dairystatebank.com,,Unknown,Supported
6/30/2023,769,44205146,"FARMERS BANK AND SAVINGS COMPANY, THE",211 WEST SECOND STREET ,POMEROY,OH,45769,2001,"$350,248,000",21657,"$16,173","-$12,063,000",-30.02%,www.fbsc.com,www.qwickrate.com,Unknown,#N/A
6/30/2023,20296,75911852,JOHNSON BANK,555 MAIN STREET ,RACINE,WI,53403,229,"$5,203,058,000",104196,"$49,935","-$93,031,000",-11.97%,www.johnsonfinancialgroup.com,,Unknown,#N/A
6/30/2023,9733,91208141,VANTAGE BANK,202 MAIN STREET ,KENT,MN,56553,4241,"$53,992,000",1984,"$27,214","$14,000",0.29%,www.vantagebankmn.com,,Unknown,#N/A
6/30/2023,421,103109581,SECURITY STATE BANK,402 BROADWAY ,CHEYENNE,OK,73628,2723,"$214,010,000",8243,"$25,963","-$6,391,000",-23.68%,www.ssbcheyenne.com,,Unknown,Supported
6/30/2023,11448,65303328,CENTURY BANK,4282 MAIN STREET ,LUCEDALE,MS,39452,1726,"$433,298,000",26562,"$16,313","-$13,938,000",-30.05%,centurybank.net,,Unknown,Supported
6/30/2023,1409,91208138,KENSINGTON BANK,11 N. CENTRAL AVENUE ,KENSINGTON,MN,56343,2177,"$310,296,000",14313,"$21,679","-$6,864,000",-20.30%,www.kensington.bank,www.linkedin.com/company/KensingtonBank,Unknown,Supported
6/30/2023,1281,125100089,WASHINGTON TRUST BANK,717 WEST SPRAGUE AVENUE ,SPOKANE,WA,99201,164,"$7,909,636,000",142393,"$55,548","-$452,838,000",-50.13%,www.watrust.com,,Unknown,#N/A
6/30/2023,698,31308548,WAYNE BANK,717 MAIN STREET ,HONESDALE,PA,18431,541,"$1,741,932,000",63022,"$27,640","-$69,401,000",-34.91%,www.waynebank.com,www.waynebank.com,Unknown,#N/A
6/30/2023,3127,111902819,CITIZENS NATIONAL BANK,118 SOUTH HOUSTON STREET ,CAMERON,TX,76520,1409,"$548,628,000",12854,"$42,681","-$8,731,000",-13.76%,www.cnbanktexas.com,,Unknown,Supported
6/30/2023,30680,252172485,FIRST SHORE FEDERAL SAVINGS AND LOAN ASSOCIATION,106 SOUTH DIVISION STREET ,SALISBURY,MD,21801,2346,"$275,751,000",9865,"$27,952","-$2,491,000",-4.49%,www.firstshorefederal.com,,Unknown,#N/A
6/30/2023,2317,103109206,METHOD BANK,2 EAST BROADWAY ,WYANDOTTE,OK,74370,4059,"$69,975,000",1574,"$44,457","-$67,000",-0.73%,www.method.bank,,Unknown,#N/A
6/30/2023,983,111000753,COMERICA BANK,1717 MAIN STREET ,DALLAS,TX,75201,35,"$70,009,000,000",1236232,"$56,631","-$2,936,000,000",-35.87%,www.comerica.com,,Unknown,Supported
6/30/2023,22537,62203010,PEOPLES BANK OF ALABAMA,1912 CHEROKEE AVENUE SOUTH WEST ,CULLMAN,AL,35055,765,"$1,137,038,000",52881,"$21,502","-$33,958,000",-28.20%,http://www.peoplesbankal.com,,Unknown,Supported
6/30/2023,963,73903493,"HOME TRUST & SAVINGS BANK, THE",628 MAIN STREET ,OSAGE,IA,50461,2590,"$235,089,000",6999,"$33,589","-$8,893,000",-30.60%,www.hometrustbank.com,,Unknown,#N/A
6/30/2023,10162,91204404,FIRST STATE BANK MINNESOTA,102 W. MAIN STREET ,LE ROY,MN,55951,3932,"$81,183,000",3719,"$21,829","-$535,000",-5.43%,www.fsbminnesota.com,www.fsbminnesotaonlinebanking.com,Unknown,#N/A
6/30/2023,4324,74907126,FIRST NATIONAL BANK,302 SOUTH MAIN STREET ,CLOVERDALE,IN,46120,1840,"$394,634,000",16447,"$23,994","-$14,723,000",-40.65%,http://www.fnb-bank.com,,Unknown,Supported
6/30/2023,4857,52100987,FIRST UNITED BANK & TRUST,19 SOUTH SECOND STREET ,OAKLAND,MD,21550,589,"$1,594,940,000",65384,"$24,393","-$54,222,000",-29.28%,https://www.mybank.com,,Unknown,#N/A
6/30/2023,6063,91408899,CORTRUST BANK NATIONAL ASSOCIATION,100 EAST HAVENS & MAIN ,MITCHELL,SD,57301,672,"$1,366,544,000",63396,"$21,556","-$33,946,000",-23.74%,www.cortrustbank.com,,Unknown,#N/A
6/30/2023,26590,211371845,ABINGTON BANK,6 HARRISON AVENUE ,ABINGTON,MA,2351,895,"$948,752,000",41254,"$22,998","-$4,262,000",-3.39%,www.abingtonbank.com,,Unknown,Supported
6/30/2023,8843,91903051,AMERICAN HERITAGE NATIONAL BANK,24 SECOND ST. SOUTH ,LONG PRAIRIE,MN,56347,1692,"$446,693,000",16824,"$26,551","-$2,596,000",-4.61%,www.logbank.com,,Unknown,#N/A
6/30/2023,3579,63104312,"FIRST NATIONAL BANK OF MOUNT DORA, THE",714 NORTH DONNELLY STREET ,MOUNT DORA,FL,32757,2014,"$345,991,000",10209,"$33,891","-$20,147,000",-47.53%,http://www.fnbmd.com,,Unknown,#N/A
6/30/2023,4071,103103600,FNB COWETA,106 SOUTH BROADWAY ,COWETA,OK,74429,3730,"$100,027,000",4375,"$22,863","-$4,057,000",-41.30%,FNBCOWETA.COM,,Unknown,Supported
6/30/2023,21342,83902439,SONATA BANK,7079 STATE ROUTE 56 EAST ,SEBREE,KY,42455,4431,"$37,634,000",1118,"$33,662","-$46,000",-0.27%,www.sonatabank.com/,,Unknown,Supported
6/30/2023,26622,26014737,"ROCKEFELLER TRUST COMPANY, NATIONAL ASSOCIATION",10 ROCKEFELLER PLAZA ,NEW YORK,NY,10020,4646,$0,0,,"-$4,000",-0.03%,www.rockco.com,,Unknown,#N/A
6/30/2023,12512,75906702,COMMUNITY FIRST BANK,275 WEST GRAND AVENUE ,ROSHOLT,WI,54473,3840,"$89,645,000",5364,"$16,712","-$4,385,000",-41.75%,www.cfbwi.bank,,Unknown,#N/A
6/30/2023,17959,102104927,"DOLORES STATE BANK, THE",101 SOUTH 6TH ,DOLORES,CO,81323,2122,"$323,090,000",16186,"$19,961","-$11,379,000",-21.98%,mydsb.com,,Unknown,#N/A
6/30/2023,17281,122016066,CITY NATIONAL BANK,555 SOUTH FLOWER STREET ,LOS ANGELES,CA,90071,34,"$74,283,845,000",268047,"$277,130","-$3,461,007,000",-38.06%,www.cnb.com,,Unknown,Supported
6/30/2023,6954,21306547,CAYUGA LAKE NATIONAL BANK,165 CAYUGA STREET ,UNION SPRINGS,NY,13160,2548,"$241,616,000",10020,"$24,113","-$8,915,000",-36.54%,http://www.cayugalakenationalbank.com,,Missing,Supported
6/30/2023,26487,211373063,WALPOLE CO-OPERATIVE BANK,982 MAIN STREET ,WALPOLE,MA,2081,1711,"$439,274,000",9337,"$47,047","-$4,853,000",-4.35%,www.walpolecoop.com,,Unknown,#N/A
6/30/2023,1711,64102740,CITIZENS BANK,400 HIGHWAY 52 BYPASS WEST ,LAFAYETTE,TN,37083,695,"$1,306,932,000",53029,"$24,646","-$41,319,000",-28.26%,http://www.citizens-bank.org,,Unknown,Supported
6/30/2023,8718,102301636,WYOMING BANK & TRUST,5827 YELLOWSTONE ROAD ,CHEYENNE,WY,82009,2521,"$245,233,000",4773,"$51,379","-$14,405,000",-43.56%,http://www.wyomingbank.bank,,Unknown,#N/A
6/30/2023,11521,103012966,CHICKASAW COMMUNITY BANK,7500 W MEMORIAL ROAD ,OKLAHOMA CITY,OK,73142,1678,"$451,777,000",4600,"$98,212","-$4,043,000",-10.92%,www.ccb.bank,,Unknown,#N/A
6/30/2023,9069,61110557,FARMERS & MERCHANTS BANK,100 SOUTH MADISON AVENUE ,EATONTON,GA,31024,2598,"$234,013,000",6048,"$38,693","-$17,123,000",-58.19%,www.ibankfmb.com,,Unknown,Supported
6/30/2023,16636,211174165,"TORRINGTON SAVINGS BANK, THE",129 MAIN STREET BOX 478,TORRINGTON,CT,6790,1117,"$728,635,000",37661,"$19,347","-$15,579,000",-8.63%,www.torringtonsavings.bank,,Unknown,#N/A
